Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.8450        -332.3155    -335.0192       2.7036   286.5
1.8455        -332.2980    -334.9572       2.6592   281.8
1.8460        -332.2797    -334.9187       2.6391   279.7
1.8465        -332.2621    -334.9273       2.6651   282.4
1.8470        -332.2446    -334.9876       2.7430   290.7
1.8475        -332.2266    -335.0880       2.8614   303.2
1.8480        -332.2079    -335.2056       2.9977   317.7
1.8485        -332.1876    -335.3094       3.1218   330.8
1.8490        -332.1661    -335.3718       3.2057   339.7
1.8495        -332.1431    -335.3755       3.2324   342.6
1.8500        -332.1179    -335.3221       3.2043   339.6
1.8505        -332.0917    -335.2422       3.1505   333.9
1.8510        -332.0670    -335.1799       3.1129   329.9
1.8515        -332.0448    -335.1622       3.1173   330.4
1.8520        -332.0244    -335.1782       3.1538   334.2
1.8525        -332.0031    -335.1888       3.1857   337.6
1.8530        -331.9796    -335.1609       3.1813   337.1
1.8535        -331.9548    -335.0889       3.1341   332.1
1.8540        -331.9294    -334.9910       3.0616   324.5
1.8545        -331.9052    -334.8970       2.9918   317.1
1.8550        -331.8823    -334.8265       2.9441   312.0
1.8555        -331.8597    -334.7825       2.9228   309.8
1.8560        -331.8372    -334.7600       2.9228   309.8
1.8565        -331.8138    -334.7505       2.9367   311.2
1.8570        -331.7896    -334.7494       2.9598   313.7
1.8575        -331.7647    -334.7555       2.9908   317.0
1.8580        -331.7393    -334.7695       3.0301   321.1
1.8585        -331.7129    -334.7931       3.0802   326.4
1.8590        -331.6859    -334.8318       3.1459   333.4
1.8595        -331.6591    -334.8867       3.2276   342.0
1.8600        -331.6318    -334.9477       3.3159   351.4
1.8605        -331.6045    -334.9980       3.3935   359.6
1.8610        -331.5759    -335.0164       3.4405   364.6
1.8615        -331.5459    -334.9923       3.4464   365.2
1.8620        -331.5158    -334.9353       3.4196   362.4
1.8625        -331.4860    -334.8670       3.3810   358.3
1.8630        -331.4575    -334.8084       3.3510   355.1
1.8635        -331.4303    -334.7699       3.3396   353.9
1.8640        -331.4022    -334.7515       3.3493   355.0
1.8645        -331.3745    -334.7559       3.3814   358.4
1.8650        -331.3469    -334.7853       3.4384   364.4
1.8655        -331.3198    -334.8368       3.5170   372.7
1.8660        -331.2924    -334.8949       3.6025   381.8
1.8665        -331.2644    -334.9403       3.6759   389.6
1.8670        -331.2360    -334.9597       3.7238   394.6
1.8675        -331.2073    -334.9518       3.7445   396.8
1.8680        -331.1783    -334.9273       3.7491   397.3
1.8685        -331.1503    -334.9073       3.7570   398.2
1.8690        -331.1234    -334.9088       3.7854   401.2
1.8695        -331.0979    -334.9396       3.8417   407.1
1.8700        -331.0740    -334.9947       3.9207   415.5
1.8705        -331.0499    -335.0554       4.0055   424.5
1.8710        -331.0265    -335.1031       4.0766   432.0
1.8715        -331.0031    -335.1242       4.1212   436.7
1.8720        -330.9808    -335.1157       4.1349   438.2
1.8725        -330.9599    -335.0782       4.1183   436.4
1.8730        -330.9408    -335.0132       4.0724   431.6
1.8735        -330.9225    -334.9211       3.9986   423.8
1.8740        -330.9058    -334.8090       3.9032   413.7
1.8745        -330.8891    -334.6933       3.8042   403.2
1.8750        -330.8727    -334.6062       3.7335   395.7
1.8755        -330.8592    -334.5841       3.7249   394.8
1.8760        -330.8486    -334.6370       3.7884   401.5
1.8765        -330.8394    -334.7393       3.8999   413.3
1.8770        -330.8308    -334.8445       4.0137   425.4
1.8775        -330.8213    -334.9085       4.0872   433.2
1.8780        -330.8110    -334.9141       4.1031   434.8
1.8785        -330.8010    -334.8734       4.0723   431.6
1.8790        -330.7920    -334.8142       4.0222   426.3
1.8795        -330.7859    -334.7658       3.9799   421.8
1.8800        -330.7817    -334.7410       3.9593   419.6
1.8805        -330.7795    -334.7343       3.9548   419.1
1.8810        -330.7779    -334.7284       3.9506   418.7
1.8815        -330.7762    -334.7137       3.9375   417.3
1.8820        -330.7753    -334.6955       3.9202   415.5
1.8825        -330.7763    -334.6832       3.9069   414.0
1.8830        -330.7792    -334.6758       3.8966   413.0
1.8835        -330.7833    -334.6600       3.8767   410.8
1.8840        -330.7876    -334.6196       3.8320   406.1
1.8845        -330.7918    -334.5486       3.7568   398.1
1.8850        -330.7959    -334.4552       3.6593   387.8
1.8855        -330.8001    -334.3589       3.5588   377.1
1.8860        -330.8047    -334.2837       3.4791   368.7
1.8865        -330.8095    -334.2521       3.4426   364.8
1.8870        -330.8160    -334.2794       3.4634   367.0
1.8875        -330.8248    -334.3595       3.5347   374.6
1.8880        -330.8340    -334.4612       3.6272   384.4
1.8885        -330.8436    -334.5456       3.7020   392.3
1.8890        -330.8521    -334.5842       3.7321   395.5
1.8895        -330.8596    -334.5753       3.7157   393.8
1.8900        -330.8677    -334.5380       3.6702   389.0
1.8905        -330.8764    -334.4983       3.6219   383.8
1.8910        -330.8860    -334.4795       3.5934   380.8
1.8915        -330.8974    -334.4914       3.5941   380.9
1.8920        -330.9096    -334.5276       3.6180   383.4
1.8925        -330.9224    -334.5740       3.6516   387.0
1.8930        -330.9358    -334.6170       3.6811   390.1
1.8935        -330.9496    -334.6461       3.6965   391.7
1.8940        -330.9635    -334.6580       3.6945   391.5
1.8945        -330.9773    -334.6583       3.6810   390.1
1.8950        -330.9913    -334.6593       3.6680   388.7
1.8955        -331.0064    -334.6754       3.6690   388.8
1.8960        -331.0231    -334.7146       3.6915   391.2
1.8965        -331.0409    -334.7730       3.7321   395.5
1.8970        -331.0599    -334.8403       3.7804   400.6
1.8975        -331.0799    -334.9020       3.8220   405.0
1.8980        -331.1003    -334.9399       3.8396   406.9
1.8985        -331.1212    -334.9424       3.8212   405.0
1.8990        -331.1412    -334.9096       3.7684   399.4
1.8995        -331.1619    -334.8568       3.6950   391.6
1.9000        -331.1824    -334.8051       3.6227   383.9
1.9005        -331.2038    -334.7761       3.5723   378.6
1.9010        -331.2262    -334.7810       3.5548   376.7
1.9015        -331.2495    -334.8167       3.5671   378.0
1.9020        -331.2741    -334.8697       3.5957   381.1
1.9025        -331.2990    -334.9202       3.6212   383.8
1.9030        -331.3245    -334.9500       3.6255   384.2
1.9035        -331.3501    -334.9455       3.5954   381.0
1.9040        -331.3750    -334.9005       3.5255   373.6
1.9045        -331.3986    -334.8212       3.4226   362.7
1.9050        -331.4206    -334.7272       3.3065   350.4
1.9055        -331.4425    -334.6488       3.2064   339.8
1.9060        -331.4641    -334.6134       3.1493   333.8
1.9065        -331.4869    -334.6360       3.1491   333.7
1.9070        -331.5109    -334.7122       3.2014   339.3
1.9075        -331.5360    -334.8185       3.2825   347.9
1.9080        -331.5617    -334.9190       3.3572   355.8
1.9085        -331.5870    -334.9802       3.3933   359.6
1.9090        -331.6109    -334.9855       3.3746   357.6
1.9095        -331.6337    -334.9408       3.3071   350.5
1.9100        -331.6545    -334.8724       3.2179   341.0
1.9105        -331.6755    -334.8214       3.1460   333.4
1.9110        -331.6970    -334.8208       3.1238   331.0
1.9115        -331.7199    -334.8829       3.1630   335.2
1.9120        -331.7440    -334.9983       3.2543   344.9
1.9125        -331.7698    -335.1420       3.3722   357.4
1.9130        -331.7960    -335.2800       3.4840   369.2
1.9135        -331.8228    -335.3832       3.5604   377.3
1.9140        -331.8495    -335.4312       3.5817   379.6
1.9145        -331.8749    -335.4198       3.5449   375.7
1.9150        -331.8993    -335.3670       3.4677   367.5
1.9155        -331.9233    -335.3057       3.3824   358.5
1.9160        -331.9480    -335.2690       3.3211   352.0
1.9165        -331.9733    -335.2765       3.3033   350.1
1.9170        -331.9997    -335.3294       3.3296   352.9
1.9175        -332.0275    -335.4120       3.3845   358.7
1.9180        -332.0556    -335.4985       3.4429   364.9
1.9185        -332.0841    -335.5639       3.4798   368.8
1.9190        -332.1123    -335.5899       3.4776   368.5
1.9195        -332.1393    -335.5732       3.4339   363.9
1.9200        -332.1657    -335.5282       3.3625   356.3
1.9205        -332.1918    -335.4770       3.2851   348.2
1.9210        -332.2177    -335.4404       3.2227   341.5
1.9215        -332.2436    -335.4317       3.1881   337.9
1.9220        -332.2698    -335.4547       3.1850   337.5
1.9225        -332.2959    -335.5047       3.2088   340.1
1.9230        -332.3231    -335.5716       3.2485   344.3
1.9235        -332.3504    -335.6377       3.2873   348.4
1.9240        -332.3775    -335.6862       3.3086   350.6
1.9245        -332.4043    -335.7075       3.3032   350.1
1.9250        -332.4302    -335.7025       3.2722   346.8
1.9255        -332.4558    -335.6805       3.2247   341.7
1.9260        -332.4810    -335.6538       3.1728   336.2
1.9265        -332.5060    -335.6345       3.1284   331.5
1.9270        -332.5305    -335.6308       3.1003   328.6
1.9275        -332.5553    -335.6488       3.0935   327.8
1.9280        -332.5809    -335.6868       3.1059   329.2
1.9285        -332.6064    -335.7322       3.1259   331.3
1.9290        -332.6316    -335.7707       3.1390   332.7
1.9295        -332.6557    -335.7927       3.1369   332.4
1.9300        -332.6792    -335.8001       3.1209   330.7
1.9305        -332.7023    -335.8043       3.1020   328.7
1.9310        -332.7250    -335.8203       3.0953   328.0
1.9315        -332.7480    -335.8604       3.1123   329.8
1.9320        -332.7718    -335.9271       3.1552   334.4
1.9325        -332.7961    -336.0128       3.2167   340.9
1.9330        -332.8210    -336.1034       3.2824   347.9
1.9335        -332.8461    -336.1849       3.3387   353.8
1.9340        -332.8710    -336.2490       3.3780   358.0
1.9345        -332.8962    -336.2946       3.3984   360.2
1.9350        -332.9219    -336.3223       3.4004   360.4
1.9355        -332.9477    -336.3327       3.3849   358.7
1.9360        -332.9732    -336.3268       3.3536   355.4
1.9365        -332.9984    -336.3090       3.3106   350.9
1.9370        -333.0234    -336.2863       3.2630   345.8
1.9375        -333.0479    -336.2645       3.2167   340.9
1.9380        -333.0727    -336.2489       3.1763   336.6
1.9385        -333.0971    -336.2389       3.1418   333.0
1.9390        -333.1213    -336.2304       3.1092   329.5
1.9395        -333.1451    -336.2188       3.0736   325.7
1.9400        -333.1681    -336.1995       3.0314   321.3
1.9405        -333.1903    -336.1717       2.9815   316.0
1.9410        -333.2113    -336.1376       2.9263   310.1
1.9415        -333.2315    -336.1035       2.8720   304.4
1.9420        -333.2511    -336.0771       2.8259   299.5
1.9425        -333.2705    -336.0623       2.7918   295.9
1.9430        -333.2894    -336.0578       2.7684   293.4
1.9435        -333.3075    -336.0589       2.7514   291.6
1.9440        -333.3251    -336.0611       2.7360   290.0
1.9445        -333.3418    -336.0602       2.7184   288.1
1.9450        -333.3579    -336.0533       2.6954   285.7
1.9455        -333.3728    -336.0410       2.6683   282.8
1.9460        -333.3868    -336.0285       2.6416   280.0
1.9465        -333.4001    -336.0214       2.6212   277.8
1.9470        -333.4132    -336.0272       2.6139   277.0
1.9475        -333.4261    -336.0479       2.6218   277.9
1.9480        -333.4387    -336.0782       2.6396   279.7
1.9485        -333.4505    -336.1095       2.6589   281.8
1.9490        -333.4617    -336.1343       2.6726   283.2
1.9495        -333.4718    -336.1485       2.6767   283.7
1.9500        -333.4811    -336.1545       2.6734   283.3
1.9505        -333.4900    -336.1591       2.6692   282.9
1.9510        -333.4983    -336.1674       2.6691   282.9
1.9515        -333.5062    -336.1818       2.6756   283.5
1.9520        -333.5137    -336.2018       2.6881   284.9
1.9525        -333.5204    -336.2266       2.7062   286.8
1.9530        -333.5264    -336.2582       2.7319   289.5
1.9535        -333.5324    -336.3000       2.7676   293.3
1.9540        -333.5386    -336.3485       2.8099   297.8
1.9545        -333.5442    -336.3930       2.8487   301.9
1.9550        -333.5494    -336.4225       2.8731   304.5
1.9555        -333.5530    -336.4311       2.8781   305.0
1.9560        -333.5560    -336.4253       2.8694   304.1
1.9565        -333.5585    -336.4178       2.8593   303.0
1.9570        -333.5612    -336.4197       2.8584   302.9
1.9575        -333.5639    -336.4345       2.8706   304.2
1.9580        -333.5666    -336.4585       2.8919   306.5
1.9585        -333.5689    -336.4815       2.9126   308.7
1.9590        -333.5702    -336.4948       2.9246   309.9
1.9595        -333.5703    -336.4986       2.9283   310.3
1.9600        -333.5699    -336.5036       2.9336   310.9
1.9605        -333.5694    -336.5247       2.9553   313.2
1.9610        -333.5696    -336.5725       3.0029   318.2
1.9615        -333.5705    -336.6420       3.0715   325.5
1.9620        -333.5712    -336.7127       3.1415   332.9
1.9625        -333.5712    -336.7621       3.1909   338.2
1.9630        -333.5700    -336.7774       3.2073   339.9
1.9635        -333.5677    -336.7615       3.1938   338.5
1.9640        -333.5651    -336.7331       3.1680   335.7
